datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,detail_eng,detail
2012/2/6 12:00,1,0,1,1,13.12,15.91,61,11.0014,19,131,150,F,6
2012/2/6 13:00,1,0,1,1,15.58,19.695,40,15.0013,17,124,141,F,6
2012/2/6 14:00,1,0,1,1,16.4,20.455,35,11.0014,14,126,140,F,6
2012/2/6 15:00,1,0,1,1,17.22,21.21,32,19.0012,25,146,171,F,6
2012/2/6 16:00,1,0,1,1,16.4,20.455,43,16.9979,13,215,228,F,6
2012/2/6 17:00,1,0,1,1,16.4,20.455,43,16.9979,13,417,430,G,7
2012/2/6 18:00,1,0,1,1,15.58,19.695,43,15.0013,11,426,437,G,7
2012/2/6 19:00,1,0,1,1,14.76,16.665,43,16.9979,7,284,291,G,7
2012/2/6 20:00,1,0,1,1,13.94,16.665,46,11.0014,7,194,201,H,8
2012/2/6 21:00,1,0,1,1,13.12,15.91,57,11.0014,11,143,154,H,8
2012/2/6 22:00,1,0,1,1,12.3,15.15,65,8.9981,4,83,87,H,8
2012/2/6 23:00,1,0,1,1,12.3,15.15,65,8.9981,3,43,46,I,9
2012/2/7 00:00,1,0,1,1,12.3,14.395,70,12.998,1,22,23,I,9
2012/2/7 01:00,1,0,1,1,11.48,14.395,61,8.9981,8,6,14,J,10
2012/2/7 02:00,1,0,1,1,12.3,16.665,61,0,0,4,4,J,10
2012/2/7 03:00,1,0,1,2,12.3,16.665,70,0,1,1,2,J,10
2012/2/7 04:00,1,0,1,2,12.3,16.665,70,0,0,3,3,J,10
2012/2/7 05:00,1,0,1,1,13.12,16.665,49,6.0032,0,15,15,J,10
2012/2/7 06:00,1,0,1,1,13.12,15.15,45,19.9995,2,98,100,K,11
2012/2/7 07:00,1,0,1,1,13.12,17.425,45,0,6,293,299,L,12
2012/2/7 08:00,1,0,1,1,12.3,15.91,49,0,7,522,529,M,13
2012/2/7 09:00,1,0,1,1,13.12,16.665,49,0,11,278,289,L,12
2012/2/7 10:00,1,0,1,1,13.94,16.665,46,11.0014,12,104,116,N,14
2012/2/7 11:00,1,0,1,1,14.76,17.425,46,12.998,9,120,129,N,14
2012/2/7 12:00,1,0,1,1,16.4,20.455,40,22.0028,9,163,172,O,15
2012/2/7 13:00,1,0,1,1,18.04,21.97,38,16.9979,15,169,184,O,15
2012/2/7 14:00,1,0,1,1,18.04,21.97,38,16.9979,11,127,138,O,15
2012/2/7 15:00,1,0,1,1,18.04,21.97,38,12.998,13,133,146,O,15
2012/2/7 16:00,1,0,1,1,18.04,21.97,35,16.9979,19,257,276,O,15
2012/2/7 17:00,1,0,1,1,18.04,21.97,35,12.998,15,494,509,P,16
2012/2/7 18:00,1,0,1,1,17.22,21.21,38,12.998,10,508,518,P,16
2012/2/7 19:00,1,0,1,1,15.58,19.695,43,15.0013,11,327,338,P,16
2012/2/7 20:00,1,0,1,1,14.76,17.425,50,8.9981,6,206,212,Q,17
2012/2/7 21:00,1,0,1,1,13.94,17.425,61,7.0015,20,170,190,Q,17
2012/2/7 22:00,1,0,1,1,13.12,15.91,57,12.998,11,107,118,Q,17
2012/2/7 23:00,1,0,1,1,13.12,16.665,57,8.9981,2,49,51,R,18
2012/2/8 00:00,1,0,1,1,12.3,14.395,56,15.0013,2,21,23,R,18
2012/2/8 01:00,1,0,1,1,11.48,13.635,61,11.0014,1,9,10,S,19
2012/2/8 02:00,1,0,1,1,10.66,15.15,65,0,0,1,1,S,19
2012/2/8 03:00,1,0,1,1,10.66,15.15,65,0,0,1,1,S,19
2012/2/8 04:00,1,0,1,1,9.84,12.88,70,6.0032,0,1,1,S,19
2012/2/8 05:00,1,0,1,1,9.84,12.88,70,6.0032,0,20,20,S,19
2012/2/8 06:00,1,0,1,2,9.84,14.395,70,0,3,95,98,T,20
2012/2/8 07:00,1,0,1,2,9.84,12.88,70,7.0015,5,276,281,U,21
2012/2/8 08:00,1,0,1,2,9.84,11.365,70,15.0013,13,495,508,V,22
2012/2/8 09:00,1,0,1,2,9.84,12.88,70,11.0014,8,245,253,U,21
2012/2/8 10:00,1,0,1,2,10.66,12.88,70,15.0013,1,107,108,W,23
2012/2/8 11:00,1,0,1,2,10.66,12.88,65,15.0013,5,97,102,W,23
2012/2/8 12:00,1,0,1,2,11.48,12.88,65,19.0012,14,124,138,X,24
2012/2/8 13:00,1,0,1,2,11.48,14.395,61,7.0015,15,111,126,X,24
2012/2/8 14:00,1,0,1,2,12.3,15.15,56,11.0014,8,100,108,X,24
2012/2/8 15:00,1,0,1,3,12.3,15.91,61,7.0015,5,49,54,X,24
2012/2/8 16:00,1,0,1,3,10.66,13.635,81,7.0015,2,73,75,X,24
2012/2/8 17:00,1,0,1,3,9.84,12.88,87,7.0015,8,147,155,Y,25
2012/2/8 18:00,1,0,1,3,9.84,12.88,87,7.0015,4,163,167,Y,25
2012/2/8 19:00,1,0,1,3,9.84,12.88,87,7.0015,3,158,161,Y,25
2012/2/8 20:00,1,0,1,3,9.84,12.12,87,8.9981,3,122,125,Z,26
2012/2/8 21:00,1,0,1,3,9.84,11.365,87,12.998,3,126,129,Z,26
2012/2/8 22:00,1,0,1,2,9.84,12.12,87,8.9981,3,95,98,Z,26
2012/2/8 23:00,1,0,1,2,9.84,12.12,87,11.0014,3,57,60,A1,27
2012/2/9 00:00,1,0,1,2,9.84,12.12,87,11.0014,3,23,26,A1,27
2012/2/9 01:00,1,0,1,2,9.84,12.12,87,8.9981,2,10,12,B1,28
2012/2/9 02:00,1,0,1,1,9.02,11.365,80,8.9981,0,2,2,B1,28
2012/2/9 03:00,1,0,1,1,9.02,10.605,80,19.0012,0,4,4,B1,28
2012/2/9 04:00,1,0,1,2,9.02,9.85,75,30.0026,0,1,1,B1,28
2012/2/9 05:00,1,0,1,1,8.2,9.09,75,19.0012,0,18,18,B1,28
2012/2/9 06:00,1,0,1,1,8.2,9.09,75,19.0012,1,75,76,C1,29
2012/2/9 07:00,1,0,1,1,8.2,9.85,69,16.9979,4,263,267,D1,30
2012/2/9 08:00,1,0,1,1,8.2,9.85,64,16.9979,11,473,484,E1,31
2012/2/9 09:00,1,0,1,1,8.2,9.85,59,15.0013,9,229,238,D1,30
2012/2/9 10:00,1,0,1,1,9.02,10.605,51,15.0013,7,90,97,F1,32
2012/2/9 11:00,1,0,1,1,9.84,11.365,52,15.0013,4,95,99,F1,32
2012/2/9 12:00,1,0,1,1,10.66,11.365,48,22.0028,10,148,158,G1,33
2012/2/9 13:00,1,0,1,1,12.3,13.635,42,22.0028,10,144,154,G1,33
2012/2/9 14:00,1,0,1,1,13.12,15.15,39,19.9995,18,126,144,G1,33
2012/2/9 15:00,1,0,1,1,13.12,15.15,36,19.9995,14,120,134,G1,33
2012/2/9 16:00,1,0,1,1,13.94,16.665,36,0,15,223,238,G1,33
2012/2/9 17:00,1,0,1,1,13.94,16.665,34,8.9981,12,387,399,H1,34
2012/2/9 18:00,1,0,1,1,13.94,16.665,31,11.0014,13,404,417,H1,34
2012/2/9 19:00,1,0,1,1,13.12,16.665,33,7.0015,8,287,295,H1,34
2012/2/9 20:00,1,0,1,1,13.12,17.425,36,0,2,197,199,I1,35
2012/2/9 21:00,1,0,1,1,12.3,15.91,52,6.0032,8,169,177,I1,35
2012/2/9 22:00,1,0,1,2,12.3,16.665,56,0,3,104,107,I1,35
2012/2/9 23:00,1,0,1,2,12.3,16.665,52,0,9,75,84,J1,36
2012/2/10 00:00,1,0,1,2,11.48,15.15,65,6.0032,4,39,43,J1,36
2012/2/10 01:00,1,0,1,2,11.48,15.15,61,6.0032,2,11,13,K1,37
2012/2/10 02:00,1,0,1,1,10.66,14.395,52,6.0032,7,9,16,K1,37
2012/2/10 03:00,1,0,1,1,10.66,14.395,56,6.0032,0,5,5,K1,37
2012/2/10 04:00,1,0,1,1,10.66,14.395,56,6.0032,0,2,2,K1,37
2012/2/10 05:00,1,0,1,1,9.84,11.365,52,15.0013,0,17,17,K1,37
2012/2/10 06:00,1,0,1,1,8.2,9.85,59,12.998,3,61,64,L1,38
2012/2/10 07:00,1,0,1,1,8.2,10.605,59,11.0014,5,225,230,M1,39
2012/2/10 08:00,1,0,1,1,8.2,10.605,59,11.0014,1,447,448,N1,40
2012/2/10 09:00,1,0,1,1,9.02,11.365,55,11.0014,10,265,275,M1,39
2012/2/10 10:00,1,0,1,2,10.66,13.635,48,8.9981,5,119,124,O1,41
2012/2/10 11:00,1,0,1,2,11.48,14.395,45,7.0015,19,134,153,O1,41
2012/2/10 12:00,1,0,1,2,12.3,15.15,42,8.9981,8,168,176,P1,42
2012/2/10 13:00,1,0,1,2,12.3,15.91,42,6.0032,22,170,192,P1,42
2012/2/10 14:00,1,0,1,2,13.12,16.665,39,6.0032,8,138,146,P1,42
2012/2/10 15:00,1,0,1,2,13.12,16.665,45,8.9981,27,164,191,P1,42
2012/2/10 16:00,1,0,1,2,13.94,15.91,42,16.9979,28,240,268,P1,42
2012/2/10 17:00,1,0,1,2,13.94,16.665,42,12.998,15,381,396,Q1,43
2012/2/10 18:00,1,0,1,3,12.3,15.15,61,8.9981,14,345,359,Q1,43
2012/2/10 19:00,1,0,1,2,13.12,17.425,57,0,16,246,262,Q1,43
2012/2/10 20:00,1,0,1,2,13.12,17.425,57,0,7,144,151,R1,44
2012/2/10 21:00,1,0,1,2,13.12,16.665,66,6.0032,14,108,122,R1,44
2012/2/10 22:00,1,0,1,2,13.12,17.425,66,0,11,102,113,S1,45
2012/2/10 23:00,1,0,1,2,12.3,15.91,70,6.0032,1,64,65,S1,45
2012/2/11 00:00,1,0,0,2,12.3,15.15,70,8.9981,3,50,53,T1,46
2012/2/11 01:00,1,0,0,3,11.48,14.395,81,8.9981,2,43,45,T1,46
2012/2/11 02:00,1,0,0,3,10.66,12.88,81,12.998,2,24,26,T1,46
2012/2/11 03:00,1,0,0,3,9.84,11.365,87,15.0013,0,9,9,U1,47
2012/2/11 04:00,1,0,0,3,9.84,11.365,87,15.0013,0,4,4,U1,47
2012/2/11 05:00,1,0,0,3,9.02,11.365,93,11.0014,0,2,2,U1,47
2012/2/11 06:00,1,0,0,3,9.02,11.365,93,8.9981,1,8,9,U1,47
2012/2/11 07:00,1,0,0,3,9.02,11.365,93,8.9981,0,19,19,V1,48
2012/2/11 08:00,1,0,0,3,9.02,11.365,93,8.9981,1,77,78,W1,49
2012/2/11 09:00,1,0,0,3,9.02,12.12,93,7.0015,5,85,90,X1,50
2012/2/11 10:00,1,0,0,3,9.02,12.12,93,7.0015,23,143,166,X1,50
2012/2/11 11:00,1,0,0,2,9.84,12.88,81,7.0015,26,157,183,X1,50
2012/2/11 12:00,1,0,0,2,10.66,12.88,81,11.0014,25,196,221,Y1,51
2012/2/11 13:00,1,0,0,2,10.66,12.12,81,19.0012,18,217,235,Y1,51
2012/2/11 14:00,1,0,0,2,10.66,12.12,81,16.9979,38,205,243,Y1,51
2012/2/11 15:00,1,0,0,2,12.3,13.635,61,19.9995,12,112,124,Y1,51
2012/2/11 16:00,1,0,0,3,9.02,9.85,75,27.9993,12,134,146,Y1,51
2012/2/11 17:00,1,0,0,3,9.02,9.09,69,31.0009,13,131,144,Y1,51
2012/2/11 18:00,1,0,0,2,9.02,9.09,47,43.9989,3,105,108,Z1,52
2012/2/11 19:00,1,0,0,2,8.2,7.575,40,36.9974,2,85,87,Z1,52
2012/2/11 20:00,1,0,0,2,6.56,6.06,43,36.9974,1,62,63,Z1,52
2012/2/11 21:00,1,0,0,1,5.74,3.79,43,43.0006,5,43,48,Z1,52
2012/2/11 22:00,1,0,0,2,5.74,5.305,39,26.0027,0,46,46,Z1,52
2012/2/11 23:00,1,0,0,3,4.92,3.79,50,32.9975,0,20,20,Z1,52
2012/2/12 00:00,1,0,0,3,4.1,3.79,68,26.0027,0,21,21,Z1,52
2012/2/12 01:00,1,0,0,3,3.28,2.275,79,31.0009,0,24,24,A2,53
2012/2/12 02:00,1,0,0,2,4.1,3.03,58,39.0007,1,26,27,A2,53
2012/2/12 03:00,1,0,0,2,4.1,2.275,46,46.0022,0,14,14,B2,54
2012/2/12 04:00,1,0,0,2,4.1,2.275,46,47.9988,0,1,1,B2,54
2012/2/12 05:00,1,0,0,1,4.1,3.79,49,26.0027,0,3,3,B2,54
2012/2/12 06:00,1,0,0,1,4.1,3.79,49,26.0027,0,2,2,B2,54
2012/2/12 07:00,1,0,0,1,3.28,4.545,53,12.998,0,18,18,C2,55
2012/2/12 08:00,1,0,0,1,3.28,3.79,53,16.9979,0,26,26,C2,55
2012/2/12 09:00,1,0,0,1,4.1,4.545,49,19.9995,3,60,63,D2,56
2012/2/12 10:00,1,0,0,1,4.92,5.305,42,23.9994,8,83,91,E2,57
2012/2/12 11:00,1,0,0,1,4.92,5.305,42,19.9995,3,121,124,F2,58
2012/2/12 12:00,1,0,0,1,5.74,3.79,39,43.0006,7,133,140,F2,58
2012/2/12 13:00,1,0,0,1,6.56,6.06,40,30.0026,10,128,138,F2,58
2012/2/12 14:00,1,0,0,1,6.56,6.06,40,35.0008,9,102,111,F2,58
2012/2/12 15:00,1,0,0,1,6.56,6.06,40,36.9974,5,150,155,F2,58
2012/2/12 16:00,1,0,0,1,8.2,8.335,34,31.0009,16,148,164,F2,58
2012/2/12 17:00,1,0,0,1,7.38,7.575,37,27.9993,4,83,87,F2,58
2012/2/12 18:00,1,0,0,1,6.56,6.06,40,31.0009,4,92,96,E2,57
2012/2/12 19:00,1,0,0,1,6.56,6.82,40,19.0012,2,78,80,G2,59
2012/2/12 20:00,1,0,0,1,5.74,6.06,42,22.0028,1,56,57,G2,59
2012/2/12 21:00,1,0,0,1,5.74,6.06,43,19.9995,0,36,36,G2,59
2012/2/12 22:00,1,0,0,1,5.74,7.575,43,11.0014,0,28,28,H2,60
2012/2/12 23:00,1,0,0,1,5.74,6.82,43,15.0013,0,23,23,H2,60
2012/2/13 00:00,1,0,1,1,5.74,6.82,46,15.0013,0,9,9,H2,60
2012/2/13 01:00,1,0,1,1,4.92,6.06,50,15.0013,0,6,6,A,1
2012/2/13 02:00,1,0,1,1,5.74,6.82,46,12.998,0,4,4,A,1
2012/2/13 03:00,1,0,1,1,4.92,7.575,54,7.0015,0,1,1,A,1
2012/2/13 04:00,1,0,1,1,4.92,8.335,54,6.0032,0,2,2,A,1
2012/2/13 05:00,1,0,1,1,4.1,6.06,58,8.9981,0,17,17,A,1
2012/2/13 06:00,1,0,1,1,4.1,5.305,54,15.0013,1,71,72,B,2
2012/2/13 07:00,1,0,1,1,4.1,5.305,54,12.998,1,194,195,C,3
2012/2/13 08:00,1,0,1,1,4.1,6.06,54,8.9981,4,413,417,D,4
2012/2/13 09:00,1,0,1,1,4.92,6.82,50,12.998,7,198,205,C,3
2012/2/13 10:00,1,0,1,1,5.74,7.575,50,8.9981,1,70,71,E,5
2012/2/13 11:00,1,0,1,1,9.02,11.365,37,12.998,5,85,90,E,5
2012/2/13 12:00,1,0,1,1,11.48,12.88,28,22.0028,7,111,118,F,6
2012/2/13 13:00,1,0,1,1,13.12,15.15,22,15.0013,11,129,140,F,6
2012/2/13 14:00,1,0,1,1,13.94,17.425,23,7.0015,10,125,135,F,6
2012/2/13 15:00,1,0,1,1,14.76,17.425,27,8.9981,10,145,155,F,6
2012/2/13 16:00,1,0,1,1,14.76,17.425,23,12.998,5,206,211,F,6
2012/2/13 17:00,1,0,1,1,14.76,17.425,23,12.998,8,399,407,G,7
2012/2/13 18:00,1,0,1,1,13.94,15.91,25,16.9979,6,399,405,G,7
2012/2/13 19:00,1,0,1,1,13.94,16.665,25,8.9981,7,256,263,G,7
2012/2/13 20:00,1,0,1,1,12.3,15.15,42,11.0014,4,210,214,H,8
2012/2/13 21:00,1,0,1,1,11.48,14.395,45,8.9981,2,145,147,H,8
2012/2/13 22:00,1,0,1,1,10.66,13.635,56,7.0015,3,99,102,H,8
2012/2/13 23:00,1,0,1,1,11.48,15.91,41,0,2,34,36,I,9
2012/2/14 00:00,1,0,1,2,10.66,15.15,60,0,0,14,14,I,9
2012/2/14 01:00,1,0,1,2,10.66,15.15,56,0,0,6,6,J,10
2012/2/14 02:00,1,0,1,2,11.48,15.91,41,0,0,3,3,J,10
2012/2/14 03:00,1,0,1,2,10.66,15.15,52,0,0,3,3,J,10
2012/2/14 04:00,1,0,1,2,10.66,13.635,65,7.0015,0,2,2,J,10
2012/2/14 05:00,1,0,1,2,10.66,13.635,65,7.0015,2,20,22,J,10
2012/2/14 06:00,1,0,1,2,10.66,15.15,56,0,1,89,90,K,11
2012/2/14 07:00,1,0,1,2,9.84,12.88,60,6.0032,4,276,280,L,12
2012/2/14 08:00,1,0,1,2,9.84,14.395,70,0,3,510,513,M,13
2012/2/14 09:00,1,0,1,2,10.66,14.395,56,6.0032,6,256,262,L,12
2012/2/14 10:00,1,0,1,2,10.66,13.635,60,8.9981,8,90,98,N,14
2012/2/14 11:00,1,0,1,2,12.3,15.15,45,11.0014,5,107,112,N,14
2012/2/14 12:00,1,0,1,2,12.3,14.395,52,15.0013,10,162,172,O,15
2012/2/14 13:00,1,0,1,2,14.76,16.665,40,16.9979,6,167,173,O,15
2012/2/14 14:00,1,0,1,1,16.4,20.455,40,15.0013,13,111,124,O,15
2012/2/14 15:00,1,0,1,2,17.22,21.21,38,30.0026,7,138,145,O,15
2012/2/14 16:00,1,0,1,1,17.22,21.21,35,19.9995,15,251,266,O,15
2012/2/14 17:00,1,0,1,1,17.22,21.21,38,23.9994,19,504,523,P,16
2012/2/14 18:00,1,0,1,2,15.58,19.695,46,19.9995,8,398,406,P,16
2012/2/14 19:00,1,0,1,2,14.76,17.425,50,11.0014,11,270,281,P,16
2012/2/14 20:00,1,0,1,2,15.58,19.695,46,8.9981,6,178,184,Q,17
2012/2/14 21:00,1,0,1,2,14.76,18.18,50,7.0015,4,105,109,Q,17
2012/2/14 22:00,1,0,1,2,14.76,18.18,50,7.0015,5,72,77,Q,17
2012/2/14 23:00,1,0,1,2,14.76,18.18,50,6.0032,2,55,57,R,18
2012/2/15 00:00,1,0,1,1,13.12,17.425,57,0,0,22,22,R,18
2012/2/15 01:00,1,0,1,1,13.94,18.18,53,0,0,5,5,S,19
2012/2/15 02:00,1,0,1,1,12.3,16.665,61,0,0,4,4,S,19
2012/2/15 03:00,1,0,1,1,11.48,15.91,75,0,0,3,3,S,19
2012/2/15 04:00,1,0,1,1,11.48,14.395,70,7.0015,0,1,1,S,19
2012/2/15 05:00,1,0,1,1,11.48,14.395,70,7.0015,0,25,25,S,19
2012/2/15 06:00,1,0,1,1,12.3,15.15,61,8.9981,3,92,95,T,20
2012/2/15 07:00,1,0,1,2,12.3,14.395,65,12.998,3,318,321,U,21
2012/2/15 08:00,1,0,1,1,13.12,14.395,61,23.9994,7,508,515,V,22
2012/2/15 09:00,1,0,1,1,13.12,15.15,61,22.0028,5,226,231,U,21
2012/2/15 10:00,1,0,1,1,13.94,15.15,57,19.9995,12,108,120,W,23
2012/2/15 11:00,1,0,1,1,14.76,16.665,53,19.0012,13,125,138,W,23
2012/2/15 12:00,1,0,1,1,15.58,19.695,46,26.0027,11,152,163,X,24
2012/2/15 13:00,1,0,1,1,16.4,20.455,43,19.0012,11,159,170,X,24
2012/2/15 14:00,1,0,1,1,17.22,21.21,41,23.9994,6,128,134,X,24
2012/2/15 15:00,1,0,1,1,17.22,21.21,41,15.0013,7,164,171,X,24
2012/2/15 16:00,1,0,1,1,17.22,21.21,38,12.998,9,222,231,X,24
2012/2/15 17:00,1,0,1,1,17.22,21.21,38,12.998,17,470,487,Y,25
2012/2/15 18:00,1,0,1,1,16.4,20.455,40,15.0013,9,459,468,Y,25
2012/2/15 19:00,1,0,1,1,15.58,19.695,43,11.0014,9,302,311,Y,25
2012/2/15 20:00,1,0,1,1,14.76,17.425,46,11.0014,4,207,211,Z,26
2012/2/15 21:00,1,0,1,1,13.94,16.665,53,11.0014,8,170,178,Z,26
2012/2/15 22:00,1,0,1,1,13.94,17.425,49,7.0015,3,104,107,Z,26
2012/2/15 23:00,1,0,1,1,13.94,17.425,53,6.0032,4,54,58,A1,27
2012/2/16 00:00,1,0,1,2,12.3,15.15,70,8.9981,1,22,23,A1,27
2012/2/16 01:00,1,0,1,2,12.3,16.665,70,0,0,5,5,B1,28
2012/2/16 02:00,1,0,1,2,12.3,15.91,70,6.0032,1,6,7,B1,28
2012/2/16 03:00,1,0,1,2,12.3,16.665,61,0,0,1,1,B1,28
2012/2/16 04:00,1,0,1,3,12.3,15.91,70,6.0032,0,3,3,B1,28
2012/2/16 05:00,1,0,1,2,12.3,16.665,70,0,0,20,20,B1,28
2012/2/16 06:00,1,0,1,2,12.3,15.91,70,6.0032,4,83,87,C1,29
2012/2/16 07:00,1,0,1,2,12.3,15.15,70,8.9981,3,285,288,D1,30
2012/2/16 08:00,1,0,1,2,12.3,15.91,70,6.0032,9,489,498,E1,31
2012/2/16 09:00,1,0,1,2,12.3,15.15,70,11.0014,3,199,202,D1,30
2012/2/16 10:00,1,0,1,3,13.12,16.665,70,8.9981,2,42,44,F1,32
2012/2/16 11:00,1,0,1,3,13.12,16.665,70,7.0015,2,69,71,F1,32
2012/2/16 12:00,1,0,1,3,13.12,16.665,76,6.0032,1,44,45,G1,33
2012/2/16 13:00,1,0,1,3,13.94,15.91,71,16.9979,2,62,64,G1,33
2012/2/16 14:00,1,0,1,3,13.12,15.91,81,12.998,1,30,31,G1,33
2012/2/16 15:00,1,0,1,3,13.94,18.18,76,0,3,50,53,G1,33
2012/2/16 16:00,1,0,1,3,13.94,18.18,81,0,8,110,118,G1,33
2012/2/16 17:00,1,0,1,3,13.94,18.18,87,0,8,281,289,H1,34
2012/2/16 18:00,1,0,1,3,13.94,16.665,87,8.9981,8,345,353,H1,34
2012/2/16 19:00,1,0,1,2,13.12,15.91,87,11.0014,4,254,258,H1,34
2012/2/16 20:00,1,0,1,2,13.12,16.665,87,8.9981,5,211,216,I1,35
2012/2/16 21:00,1,0,1,2,13.94,17.425,81,7.0015,3,142,145,I1,35
2012/2/16 22:00,1,0,1,2,13.12,17.425,81,0,3,108,111,I1,35
2012/2/16 23:00,1,0,1,1,13.12,16.665,81,6.0032,3,70,73,J1,36
2012/2/17 00:00,1,0,1,2,12.3,16.665,87,0,2,32,34,J1,36
2012/2/17 01:00,1,0,1,2,12.3,16.665,93,0,2,16,18,K1,37
2012/2/17 02:00,1,0,1,2,12.3,15.91,93,7.0015,1,11,12,K1,37
2012/2/17 03:00,1,0,1,2,11.48,14.395,93,7.0015,0,1,1,K1,37
2012/2/17 04:00,1,0,1,2,11.48,13.635,93,12.998,0,1,1,K1,37
2012/2/17 05:00,1,0,1,2,11.48,13.635,93,11.0014,0,16,16,K1,37
2012/2/17 06:00,1,0,1,2,11.48,14.395,96,8.9981,1,70,71,L1,38
2012/2/17 07:00,1,0,1,2,11.48,14.395,93,7.0015,4,222,226,M1,39
2012/2/17 08:00,1,0,1,2,10.66,15.15,100,0,4,516,520,N1,40
2012/2/17 09:00,1,0,1,2,10.66,15.15,100,0,8,275,283,M1,39
2012/2/17 10:00,1,0,1,1,13.94,15.91,71,19.0012,13,103,116,O1,41
2012/2/17 11:00,1,0,1,1,14.76,16.665,62,27.9993,9,133,142,O1,41
2012/2/17 12:00,1,0,1,1,15.58,19.695,46,26.0027,21,177,198,P1,42
2012/2/17 13:00,1,0,1,1,16.4,20.455,43,23.9994,34,171,205,P1,42
2012/2/17 14:00,1,0,1,1,16.4,20.455,37,23.9994,33,137,170,P1,42
2012/2/17 15:00,1,0,1,1,17.22,21.21,35,27.9993,41,180,221,P1,42
2012/2/17 16:00,1,0,1,1,17.22,21.21,32,19.9995,56,251,307,P1,42
2012/2/17 17:00,1,0,1,1,17.22,21.21,32,22.0028,36,429,465,Q1,43
2012/2/17 18:00,1,0,1,1,16.4,20.455,35,16.9979,15,362,377,Q1,43
2012/2/17 19:00,1,0,1,1,15.58,19.695,37,15.0013,16,266,282,Q1,43
2012/2/17 20:00,1,0,1,1,16.4,20.455,35,12.998,13,158,171,R1,44
2012/2/17 21:00,1,0,1,1,15.58,19.695,37,12.998,15,114,129,R1,44
2012/2/17 22:00,1,0,1,1,14.76,17.425,40,15.0013,15,92,107,S1,45
2012/2/17 23:00,1,0,1,1,14.76,17.425,40,12.998,10,72,82,S1,45
2012/2/18 00:00,1,0,0,1,13.94,16.665,42,11.0014,5,81,86,T1,46
2012/2/18 01:00,1,0,0,1,13.12,15.91,49,11.0014,7,38,45,T1,46
2012/2/18 02:00,1,0,0,1,12.3,14.395,61,16.9979,6,39,45,T1,46
2012/2/18 03:00,1,0,0,1,11.48,14.395,65,7.0015,3,15,18,U1,47
2012/2/18 04:00,1,0,0,1,10.66,15.15,70,0,3,4,7,U1,47
2012/2/18 05:00,1,0,0,1,9.84,12.88,70,6.0032,0,1,1,U1,47
2012/2/18 06:00,1,0,0,1,9.84,14.395,70,0,1,8,9,U1,47
2012/2/18 07:00,1,0,0,1,9.84,14.395,70,0,8,33,41,V1,48
2012/2/18 08:00,1,0,0,1,9.02,13.635,87,0,10,92,102,W1,49
2012/2/18 09:00,1,0,0,1,9.02,12.12,80,7.0015,22,116,138,X1,50
2012/2/18 10:00,1,0,0,1,10.66,13.635,81,7.0015,48,157,205,X1,50
2012/2/18 11:00,1,0,0,1,13.12,16.665,57,8.9981,102,184,286,X1,50
2012/2/18 12:00,1,0,0,1,14.76,17.425,43,12.998,128,241,369,Y1,51
2012/2/18 13:00,1,0,0,1,16.4,20.455,43,19.0012,165,219,384,Y1,51
2012/2/18 14:00,1,0,0,1,18.04,21.97,35,23.9994,183,244,427,Y1,51
2012/2/18 15:00,1,0,0,1,17.22,21.21,41,16.9979,229,270,499,Y1,51
2012/2/18 16:00,1,0,0,1,18.04,21.97,44,22.0028,186,218,404,Y1,51
2012/2/18 17:00,1,0,0,1,19.68,23.485,36,19.0012,142,222,364,Y1,51
2012/2/18 18:00,1,0,0,1,18.86,22.725,38,19.9995,70,176,246,Z1,52
2012/2/18 19:00,1,0,0,1,18.04,21.97,44,11.0014,38,150,188,Z1,52
2012/2/18 20:00,1,0,0,1,18.04,21.97,44,11.0014,25,123,148,Z1,52
2012/2/18 21:00,1,0,0,1,18.04,21.97,33,19.9995,25,89,114,Z1,52
2012/2/18 22:00,1,0,0,1,16.4,20.455,40,30.0026,17,101,118,Z1,52
2012/2/18 23:00,1,0,0,2,14.76,16.665,40,26.0027,12,62,74,Z1,52
2012/2/19 00:00,1,0,0,2,13.94,15.15,39,23.9994,9,65,74,Z1,52
2012/2/19 01:00,1,0,0,2,13.12,15.15,39,16.9979,10,62,72,A2,53
2012/2/19 02:00,1,0,0,2,12.3,14.395,36,19.0012,3,45,48,A2,53
2012/2/19 03:00,1,0,0,2,12.3,14.395,36,15.0013,3,12,15,B2,54
2012/2/19 04:00,1,0,0,2,11.48,12.88,41,26.0027,0,3,3,B2,54
2012/2/19 05:00,1,0,0,2,10.66,11.365,48,19.9995,1,1,2,B2,54
2012/2/19 06:00,1,0,0,1,9.84,10.605,52,22.0028,0,5,5,B2,54
2012/2/19 07:00,1,0,0,2,9.84,10.605,52,19.0012,2,12,14,C2,55
2012/2/19 08:00,1,0,0,2,9.84,11.365,56,12.998,8,48,56,C2,55
2012/2/19 09:00,1,0,0,2,9.84,11.365,56,16.9979,20,73,93,D2,56
2012/2/19 10:00,1,0,0,2,10.66,12.12,52,16.9979,49,142,191,E2,57
2012/2/19 11:00,1,0,0,2,10.66,11.365,56,22.0028,82,144,226,F2,58
2012/2/19 12:00,1,0,0,2,11.48,13.635,52,16.9979,71,184,255,F2,58
2012/2/19 13:00,1,0,0,1,12.3,15.15,49,11.0014,64,197,261,F2,58
2012/2/19 14:00,1,0,0,2,13.12,15.91,45,12.998,48,189,237,F2,58
